CultCode,제목,장소,startDate,startTime,EndDate,EndTime,지하철
147029,[운현궁] 2024 기획전시 [찔레꽃이 만발하였습니다],운현궁 기획전시실,2024-05-21,10:00,2024-05-26,18:00,"""안국역"""
146858,room project,아텔 내부,2024-05-21,11:00,2024-06-16,19:00,"""성신여대입구역"""
146422,2024 서울시향 뮤지엄 콘서트 : 배재학당역사박물관,배재학당역사박물관 앞마당,2024-05-21,12:00,2024-05-21,,"""시청역"""
146873,[강남문화재단] [POP-UP!]39회-WTC SEOUL,코엑스몰 라이브플라자,2024-05-21,12:20,2024-05-21,,"""삼성역"""
146124,[서초문화재단] 서리풀 전곡 연주 시리즈 [하이든 교향곡 전곡 시리즈 23],서초문화재단 반포심산아트홀,2024-05-21,19:30,2024-05-21,,
146803,[세종문화회관] 황인교 피아노 독주회,세종체임버홀,2024-05-22,,2024-05-22,,"""광화문역"", ""경복궁역"""
146556,"요새는 아무도 하려 하지 않는 [그, 윷놀이]",여행자극장,2024-05-22,,2024-06-02,,"""한성대입구역"""
146946,[세종뮤지엄갤러리] 도예 2인 기획초대전,세종대학교 대양AI센터 지하2층,2024-05-22,09:00,2024-06-02,17:00,"""어린이대공원역"""
146896,[강남문화재단] [POP-UP!]40회-서울도곡초등학교,서울도곡초등학교 체육관,2024-05-22,10:00,2024-05-22,,
146443,2024 서울시향 뮤지엄 콘서트 : 공예박물관 ①,서울공예박물관 안내동 로비,2024-05-22,12:00,2024-05-22,,"""안국역"""
146444,2024 서울시향 뮤지엄 콘서트 : 공예박물관 ②,서울공예박물관 공예마당 안마당,2024-05-22,19:00,2024-05-22,,"""안국역"""
145770,[마포문화재단 해피 메이] 뱌체슬라프 그리야즈노프 피아노 리사이틀,마포아트센터 아트홀맥,2024-05-22,19:30,2024-05-22,,"""대흥역"", ""이대입구역"""
146805,[세종문화회관] 인뮤직 영아티스트 콘서트,꿈의숲 콘서트홀,2024-05-23,,2024-05-23,,
147041,2024 서울우리소리박물관 특별전 [오늘 만난 토리],서울우리소리박물관 기획전시실,2024-05-23,09:00,2025-05-22,18:00,"""안국역"", ""종로3가역"""
146954,"[2024 신진미술인 지원 프로그램] 장은하 기획전 [슬픈 캡션: 모든 건 다 떠내려갔고,  나는 '슬픈' 뒤에 어떤 단어도 쓸 수 없지만…]",SeMA 벙커 B1 전시실,2024-05-23,11:00,2024-06-14,19:00,"""여의도역"""
146219,[서울시립교향악단] 2024 서울시향 뮤지엄 콘서트 : 한성백제박물관 ①,한성백제박물관 로비,2024-05-23,12:00,2024-05-23,13:00,"""한성백제역"", ""몽촌토성역"", ""올림픽공원역"""
146897,[강남문화재단] [POP-UP!]41회-주택관리공단 수서관리소,수서명화종합사회복지관 3층 소강당,2024-05-23,15:00,2024-05-23,,
146830,[서울시립 남서울미술관] [길드는 서로들] 전시 연계 - 아티스트 토크,서울시립 남서울미술관 B1 대강의실,2024-05-23,15:00,2024-05-23,18:00,"""사당역"""
146731,[구로문화재단] 연극 [휴먼코메디],구로아트밸리 예술극장,2024-05-23,16:00,2024-05-24,,"""대림역"", ""신도림역"", ""구로역"""
146871,"[강남문화재단] [제979회 목요예술무대] 두 번째 파장, 김현철","강남씨어터(역삼1동복합문화센터 3층, 강남구 역삼로 7길 16)",2024-05-23,19:00,2024-05-23,,"""강남역"", ""역삼역"""
146220,[서울시립교향악단] 2024 서울시향 뮤지엄 콘서트 : 한성백제박물관 ②,한성백제박물관 로비,2024-05-23,19:00,2024-05-23,20:00,"""한성백제역"", ""몽촌토성역"", ""올림픽공원역"""
146802,[광진문화재단] 클래식x미디어아트 인생그림책,나루아트센터 대공연장,2024-05-23,19:30,2024-05-23,,"""건대입구역"""
146134,[서초문화재단] 서리풀 실내악 시리즈 [이 아름다운 5월에],서초문화재단 반포심산아트홀,2024-05-23,19:30,2024-05-23,,
146269,[구로문화재단] 어린이 뮤지컬 [마술피리],오류아트홀,2024-05-24,,2024-05-24,,"""오류동역"""
146081,[세종문화회관] 강초롱 플루트 독주회,꿈의숲아트센터 콘서트홀,2024-05-24,,2024-05-24,,
146233,"[세종문화회관] 노래는 맛있게, 표정은 밝게, 마음은 즐겁게",세종체임버홀,2024-05-24,,2024-05-25,,"""광화문역"", ""경복궁역"""
146305,[강동문화재단] 연극 [반쪼가리 자작],소극장 드림,2024-05-24,,2024-05-26,,"""고덕역"""
146947,2024 서울대공원 장미원 축제,"서울대공원 정원일대, 분수광장",2024-05-24,09:00,2024-06-09,19:00,"""대공원역"""
146613,"[서울공예박물관] 2024년 시민소통 공예프로그램 공예@쇼윈도 #2 [영원한 꽃, an eternal flower]",서울공예박물관 전시3동 1층 쇼윈도,2024-05-24,10:00,2024-07-14,18:00,"""안국역"""
147162,[빛의 사파리 展] LIGHT SAFARI,영등포아트스퀘어 스퀘어R,2024-05-24,10:30,2024-06-26,19:00,"""영등포역"", ""문래역"", ""영등포시장역"""
147287,강제동원 피해자운동 기록사진전,식민지역사박물관 1층 돌모루홀,2024-05-24,10:30,2024-07-21,18:00,"""숙대입구역"", ""남영역"", ""효창공원역"""
147052,[영등포구청] 정원소풍과 함께하는 구민사랑 콘서트 [봄날의 버스킹],영등포공원 잔디광장,2024-05-24,11:20,2024-05-26,19:00,
146365,2024 정동야행,"정동 일대(덕수궁길, 정동길, 정동일대 역사문화시설)",2024-05-24,18:00,2024-05-25,22:00,"""서대문역"", ""시청역"""
146227,[서울시립교향악단] 2024 서울시향 뮤지엄 콘서트 : 서울시립북서울미술관,서울시립북서울미술관 광장,2024-05-24,19:00,2024-05-24,20:00,"""하계역"", ""중계역"""
146230,"[동대문문화재단] 동대문문화재단 기획공연 [와인et멜로디] with 윤한, 황호규",선농단역사문화관 문화중정,2024-05-24,19:30,2024-05-24,20:30,"""제기동역"", ""안암역"""
146397,[동작문화재단] 2024 상도어울마당 아트홀 정기 기획공연 [PLAY 180] 5월 공연,상도어울마당 아트홀(동작구 성대로 180 지하 1층),2024-05-25,,2024-05-25,,"""장승배기역"""
146060,[강동문화재단] 퐁당퐁당 키즈 클래식 [생상스 할아버지의 선물],강동아트센터 대극장 한강,2024-05-25,,2024-05-25,,"""고덕역"""
146839,[돈의문박물관마을] 차문화마켓 4차원 프로젝트[사부작차부작],돈의문박물관마을 일대,2024-05-25,,2024-05-26,,"""서대문역"""
147030,[시민청] 공간지원사업 [컬러.그라운드 - COLOR.GROUND],서울시청 시민청갤러리 (지하 1층),2024-05-25,09:00,2024-06-04,21:00,"""시청역"", ""을지로입구역"""
147211,[관악문화재단] 관악구 버스킹 공연 [관광버스],롯데백화점 관악점/별빛내린천 수변무대,2024-05-25,11:00,2024-06-02,,
146804,[도봉문화재단] 2024 도봉문화박람회X노올장,도봉구청 잔디광장 및 중랑천 데크,2024-05-25,13:00,2024-05-25,19:00,
146615,[서초구청] 서초책있는거리 5월 북크닉,국립중앙도서관~서래공원,2024-05-25,13:00,2024-05-25,17:00,"""서초역"", ""고속터미널역"""
146612,[구산동도서관마을] 두 바퀴 자전거|예술의전당 예술 영상화 콘텐츠 상영,구산동도서관마을 3층 힐링캠프,2024-05-25,14:00,2024-05-25,15:00,"""구산역"""
146537,2024 서울드럼페스티벌,노들섬,2024-05-25,14:00,2024-05-26,21:00,"""용산역"", ""신용산역"", ""노들역"""
146238,[서울돈화문국악당] 2024 돈화문음악극축제 [강강숲에 떨어진 달님],서울돈화문국악당,2024-05-25,14:00,2024-05-26,17:00,"""안국역"""
145913,"[마포문화재단 해피 메이] 발레 [신, 데렐라]",마포아트센터 아트홀맥,2024-05-25,14:00,2024-05-26,17:00,"""대흥역"", ""이대입구역"""
147205,[UNBD 전시] 상상 스펙트럼: 무한한 경계,"서울시 송파구 백제고분로45길 32, B01 언바운드",2024-05-25,14:00,2024-07-07,19:00,"""송파나루역"", ""잠실역"""
146968,[서울문화재단] 서울문화예술교육센터 용산 공간 리뉴얼 오픈 기념 오프닝 공연,서울문화예술교육센터 용산 공공시설동 1층,2024-05-25,14:30,2024-05-25,15:40,"""용산역"""
146865,[서울문화재단] 바로크 음악 공연 [음악이 마음에 닿을 때],서울문화예술교육센터 용산,2024-05-25,14:30,2024-05-25,15:40,"""용산역"""
146810,[강서문화원] 제니스 콘서트,강서아트리움,2024-05-25,15:00,2024-05-25,,"""화곡역"""
146503,"[서초문화재단] 서리풀 작곡가 탐구 시리즈 [클래식과 재즈 사이, 거슈윈을 만나다]",심산기념문화센터 반포심산아트홀,2024-05-25,15:00,2024-05-25,,"""동작역"""
146981,[서울남산국악당] 이애주한국전통춤회 [법열곡-마음 하나에 펼쳐진 우주],서울남산국악당 크라운해태홀,2024-05-25,17:00,2024-05-25,,"""충무로역"""
146687,[성동문화재단] 만나필하모닉 오케스트라 봄 정기연주회,소월아트홀,2024-05-25,17:00,2024-05-25,,"""왕십리역"""
146562,[서초문화재단] [2024 클래식다방 - 로데아트센터] Dawn To Dusk - BEYOND Endings,로데아트센터 로데콘서트홀,2024-05-25,17:00,2024-05-25,18:00,"""남부터미널역"""
146608,[세종문화회관] 어울림 콘서트,꿈의숲 콘서트홀,2024-05-25,19:00,2024-05-25,,
146478,[세종문화회관] 한국방송통신대학교 정기 공연 / 마음과 시를 잇다,꿈의숲 콘서트홀,2024-05-26,,2024-05-26,,
146107,2024 서울시향 실내악 시리즈 IV: 보리스 길트버그,예술의전당 IBK챔버홀,2024-05-26,14:00,2024-05-26,,"""남부터미널역"""
146855,2024 서울조각전시+ [감성 한 조각],열린송현녹지광장,2024-05-27,,2024-08-15,,"""안국역"""
146717,제4회 도봉옛길 문화제 [도봉유람],서울 도봉구 방학사계광장,2024-05-27,19:00,2024-06-01,11:00,"""쌍문역"""
146979,[세종문화회관] 윤현선 비올라 독주회,세종체임버홀,2024-05-27,19:30,2024-05-27,,"""광화문역"", ""경복궁역"""
146108,[세종문화회관] 앙상블 `공간` 프로젝트 열 다섯 번째 이야기,세종체임버홀,2024-05-28,,2024-05-28,,"""광화문역"", ""경복궁역"""
147259,[세종문화회관] 제14회 국제송강작품특별전,세종이야기전시장,2024-05-28,,2024-06-09,,"""광화문역"""
147152,[운현궁] 2024 기획전시 [내 안의 작은 뜰],운현궁 기획전시실,2024-05-28,10:00,2024-06-02,18:00,"""안국역"""
146402,[서울공예박물관] 장식 너머 발언: 한국-오스트리아 현대장신구 교류전,서울공예박물관 전시1동 3층 기획전시실,2024-05-28,10:00,2024-07-28,18:00,"""안국역"""
147113,[노들섬] 2024 신당창작아케이드 노들섬 상설전시 [어쩌다 마주친 공예],노들섬 노들서가 내 아트스페이스 엣지 1층 (서울특별시 용산구 양녕로 445),2024-05-28,10:00,2024-12-31,21:00,"""용산역"", ""신용산역"", ""노들역"""
147106,2024 노들섬 [아트 스페이스_엣지],"노들섬 노들서가1층,2층",2024-05-28,10:00,2024-12-31,21:00,"""용산역"", ""신용산역"", ""노들역"""
146783,깨알공감 장애인식개선 음악회 [Harmonize: 어울림],동대문구청 2층 대강당,2024-05-28,14:00,2024-05-28,15:30,"""용두역"", ""제기역"""
146940,한국-이탈리아 수교 140주년 기념 협업 공연,용산아트홀 대극장 미르,2024-05-28,19:30,2024-05-28,,"""녹사평역"""
146606,2024 서울시향 퇴근길 토크 콘서트 I: AI의 선율 ②,대한성공회 서울주교좌성당,2024-05-28,19:30,2024-05-28,,"""시청역"""
146605,2024 서울시향 퇴근길 토크 콘서트 I: AI의 선율 ①,정동제일교회,2024-05-28,19:30,2024-05-28,,
147025,[동작문화재단] 우리 동네 오케스트라 정기공연 [All that classic] 5월 공연,김영삼도서관 YS아고라(동작구 매봉로 1),2024-05-29,,2024-05-29,,"""상도역"""
146824,[세종문화회관] 어린이뮤지컬 오리지널 캣,꿈의숲 퍼포먼스홀,2024-05-29,,2024-06-16,,
146132,[세종문화회관] 뮤지컬 '영웅' 15주년 기념공연,세종대극장,2024-05-29,,2024-08-11,,"""광화문역"", ""경복궁역"""
147189,[성동문화재단] 염원+염원 展,갤러리허브,2024-05-29,10:00,2024-06-07,18:00,"""왕십리역"""
147018,[서울생활문화센터 서교] 창작숲 미술관 정기 전시회,서울생활문화센터 서교 로비 (서교라운지),2024-05-29,10:00,2024-06-07,20:00,"""합정역"""
147129,2024 탄허 불교문화 Festival,탄허기념불교박물관 2층 대강당(보광명전),2024-05-29,13:30,2024-06-02,14:30,"""수서역"""
147468,K-FOOD 페스티벌 [넉넉],광화문 광장 옆 세종로공원,2024-05-29,16:00,2025-05-31,21:00,
146825,[세종문화회관] 2024 신인음악회 Harmony of Spring,꿈의숲 콘서트홀,2024-05-29,19:00,2024-05-29,,
146728,[세종문화회관] 로드앙상블과 함께하는 별의 노래 II_봄 그리고 여름,세종체임버홀,2024-05-29,19:30,2024-05-29,,"""광화문역"", ""경복궁역"""
146598,[양천문화회관] 2024 월간뮤지크 [더블베이시스트 성민제의 Best Bass Quartet],양천문화회관 대극장,2024-05-29,19:30,2024-05-29,,"""양천구청역"""
146518,[세종문화회관] 한국가곡연구회 제57회 정기연주회,세종체임버홀,2024-05-30,,2024-05-30,,"""광화문역"", ""경복궁역"""
146938,"김영희, 예술의 꽃을 피우다",대학로 예술가의 집,2024-05-30,14:00,2024-05-30,13:00,"""혜화역"""
146607,[세종문화회관] 앙상블 다인 (Ensemble Dein) 조인트 리사이틀,꿈의숲 콘서트홀,2024-05-31,,2024-05-31,,
146183,[종로문화재단] 무지개섬 이야기,종로 아이들극장,2024-05-31,,2024-06-08,,"""한성대입구역"", ""혜화역"""
147532,제 45회 서울연극제,"대학로예술극장 대극장·소극장, 아르코예술극장 대극장·소극장, 대학로극장 쿼드, 눈빛극장 외",2024-05-31,,2024-06-23,,"""혜화역"""
147081,[돈의문박물관마을] 2024 시민공모전 [기억 전당포 : 너와 나의 팬심 展],돈의문박물관마을 서대문여관,2024-05-31,10:00,2025-01-31,19:00,"""서대문역"""
146729,[세종문화회관] 조혜운 & 윤유진 듀오리사이틀 'Best Friend',세종체임버홀,2024-05-31,19:30,2024-05-31,,"""광화문역"", ""경복궁역"""
147031,밴드 뮤지컬 [머피],예그린씨어터,2024-05-31,20:00,2024-06-30,16:00,"""혜화역"""
146609,[세종문화회관] 외대합창단 제34회 정기연주회 2024 하모니아메이,꿈의숲 콘서트홀,2024-06-01,,2024-06-01,,
145752,[강동문화재단] 백건우 피아노 리사이틀,강동아트센터 대극장 한강,2024-06-01,,2024-06-01,,"""고덕역"""
146744,청룡불패(靑龍不敗): 이무기 탈출기,극장PLOT 지하1층,2024-06-01,,2024-06-02,,"""신촌역"""
147312,[청춘극장] 2024년 6월 공연프로그램,문화일보 홀(지하철 5호선 서대문역 5번 출구에서 50m 거리),2024-06-01,,2024-06-29,,"""서대문역"""
147563,2024 서울거리공연 구석구석  라이브 (6월),서울도심거리 등,2024-06-01,,2024-06-30,,"""용산역"", ""신용산역"", ""노들역"""
146507,[서울시] 2024년 제1회 쉬엄쉬엄 한강 3종 축제,뚝섬 한강 공원,2024-06-01,09:00,2024-06-02,18:00,"""뚝섬유원지역"""
147094,[마포구립서강도서관] [6월/어린이갤러리] 내 친구 ㅇㅅㅎ,4층 어린이자료실,2024-06-01,09:00,2024-06-24,18:00,"""광흥창역"""
147127,[Ns Gallery Cafe] 6월 단체전,앤스카페_서울 서초구 방배선행길 12,2024-06-01,09:00,2024-06-30,19:00,"""사당역"""
147307,[성동문화재단] 제 8회 다산미술가회 정기전,소월전시실,2024-06-01,10:00,2024-06-08,18:00,"""왕십리역"""
147331,[중랑문화재단] 6월 한평갤러리 '이달의 작가' 조민희 [들여다보다],중랑아트센터 한평갤러리,2024-06-01,10:00,2024-06-29,18:00,"""망우역"""
147326,[강서문화원] 허준박물관에 남생이가 왔어요,허준박물관 3층 로비,2024-06-01,10:00,2024-06-30,,"""가양역"", ""발산역"""
147206,2024 무계원 대외협력전시 [보자기 뭇길],무계원,2024-06-01,10:00,2024-06-30,17:00,"""경복궁역"", ""광화문역"""
147282,[종로문화재단] 삼청공원 숲속도서관 [생태도서 전시],삼청공원 숲속도서관,2024-06-01,10:00,2024-07-31,19:00,"""안국역"", ""광화문역"""
147079,[돈의문박물관마을] 미디어아트페스티벌 [돈의문프리즘 展],돈의문박물관마을 미디어파사드,2024-06-01,10:00,2024-08-31,21:00,"""서대문역"""
146705,2024 유기농데이,청계광장,2024-06-01,11:00,2024-06-01,17:00,
147117,"2024 토요브런치살롱 : Chopin, the Poet of the Piano","서울숲STUDIO301 (서울특별시 성동구 서울숲길 36, 3f)",2024-06-01,11:00,2024-06-22,,"""서울숲역"", ""뚝섬역"""
147074,[서초문화재단] 하늘의 그물 땅의 그물,서리풀청년아트갤러리,2024-06-01,11:00,2024-06-23,22:00,"""남부터미널역"""
147186,2024 지구건강 서울푸드 페스티벌,잠수교 및 반포한강공원 달빛광장,2024-06-01,12:00,2024-06-01,20:00,
146208,PEAK FESTIVAL 2024,난지한강공원 젊음의광장,2024-06-01,12:00,2024-06-02,,"""마포구청역"""
147433,2024 제1회 인사 국악 페스티벌,남인사 놀이마당,2024-06-01,13:00,2024-06-02,18:00,
147128,[서울문화재단] [취향의 온도] 베토벤으로 시작하는 클래식,서울문화예술교육센터 용산 1층,2024-06-01,14:00,2024-06-01,15:40,"""용산역"""
147119,[서울역사박물관] 제3회 박물관 토요음악회,서울역사박물관 1층 로비,2024-06-01,14:00,2024-06-01,15:30,"""광화문역"", ""서대문역"""
146895,[강북문화재단] 찾아가는 문화공연 [백운천 야외공연],인더숲 우이예술무대,2024-06-01,14:00,2024-06-15,16:00,
146769,[구로문화재단] 발레 THE BREZZE,오류아트홀,2024-06-01,15:00,2024-06-01,,"""오류동역"""
146929,[성동문화재단] 성동구립 꿈의 오케스트라 [숲 속 오케스트라],서울숲 가족마당,2024-06-01,18:00,2024-06-01,,"""서울숲역"""
146755,"[세종문화회관] 이지현의, 별 하나의 사랑 그리고 슈베르트의 [아름다운 물방앗간의 아가씨]",세종체임버홀,2024-06-01,19:30,2024-06-01,,"""광화문역"", ""경복궁역"""
147178,[노들섬] 문화가 흐르는 예술섬 노들 X 서울시 대표 비보이단,노들섬 잔디마당,2024-06-02,,2024-06-02,,"""용산역"", ""신용산역"", ""노들역"""
147028,네이버 필하모닉 오케스트라 제23회 정기연주회,구로아트밸리 예술극장,2024-06-02,,2024-06-02,,"""대림역"", ""신도림역"", ""구로역"""
147425,2024 한강 보트퍼레이드 축제,동작대교~잠수교~잠원마리나,2024-06-02,17:00,2024-06-02,22:00,
146891,민속놀이II-정동[Re:coding],한옥복합문화공간 가회152,2024-06-02,17:00,2024-06-02,18:00,"""안국역"""
147180,[미래한강본부] 한강무소음DJ 파티 (상반기),여의도한강공원 마포대교 남단 외,2024-06-02,19:00,2024-06-02,22:00,"""샛강역"", ""여의도역"""
146899,[노원문화재단] 2024 노원문화재단 신진작가전 [언베일],노원문화예술회관 노원아트갤러리,2024-06-03,10:00,2024-06-22,17:00,"""상계역"""
146690,[서울시립교향악단] 2024 서울시향 작은 음악회 - 서울특별시 서남병원,서울특별시 서남병원 로비,2024-06-03,12:30,2024-06-03,,
146756,[세종문화회관] 제5회 앙상블 라로제 정기연주회,세종체임버홀,2024-06-03,19:30,2024-06-03,,"""광화문역"", ""경복궁역"""
147375,[도봉문화재단] 함석헌기념관-  2024년 함석헌 탄생 123주년 기념 기획전시 [씨알의소리展],함석헌기념관 씨알갤러리,2024-06-04,09:00,2024-07-31,18:00,"""쌍문역"""
147253,[서울시립과학관] 별꼴: 왜 이렇게 생겼어? 특별전,서울시립과학관 메이커스튜디오 (1층 별관),2024-06-04,09:30,2024-08-15,17:30,"""하계역"""
147371,[운현궁] 2024 기획전시 [바람불어 참 좋은 날],운현궁 기획전시실,2024-06-04,10:00,2024-06-09,18:00,"""안국역"""
147497,"[돈의문박물관마을] 버팔로80 : 에브리바디, 플라워",돈의문박물관마을 시민갤러리,2024-06-04,10:00,2024-06-30,18:00,"""서대문역"""
147424,[서울생활문화센터 체부] 포스트크로싱 동아리 협력 전시,서울생활문화센터 체부 윈도우갤러리,2024-06-04,10:00,2024-08-12,22:00,"""경복궁역"""
147123,[서울시립 북서울미술관] 투명하고 향기 나는 천사의 날개 빛깔처럼,"서울시립 북서울미술관 B1 어린이갤러리1,2",2024-06-04,10:00,2025-05-05,20:00,"""하계역"", ""중계역"""
146691,[서울시립교향악단] 2024 서울시향 작은 음악회 - 서울대학교병원,서울대학교병원 대한외래 로비,2024-06-04,12:00,2024-06-04,,
147167,"[노원문화재단] 2024 노원 생활문화이야기 전시지원사업 [화, 손끝에서 피어나는 꽃]",문화공간 정담,2024-06-04,12:00,2024-06-08,20:00,"""상계역"""
146958,[시민청] 2024 시민청 [활력콘서트] 6월 공연,시민청 B1 활짝라운지,2024-06-04,12:10,2024-06-27,12:50,"""시청역"", ""을지로입구역"""
146980,[세종문화회관] 델로스 32회 정기작품발표회 WITH 시리즈,세종체임버홀,2024-06-04,19:30,2024-06-04,,"""광화문역"", ""경복궁역"""
146131,"[강동문화재단] 마티네 콘서트 [낭만드림] 6월, 고전을 담아",강동아트센터 소극장 드림,2024-06-05,,2024-06-05,,
146125,[세종문화회관] 제 10회 플루트 앙상블 이 피아티 정기연주회,세종체임버홀,2024-06-05,,2024-06-05,,"""광화문역"", ""경복궁역"""
147279,[노원문화재단] 경춘선숲길 갤러리 기획전시 [마음에서 마음으로],경춘선숲길 갤러리,2024-06-05,04:00,2024-06-30,20:00,"""화랑대역"""
147216,[시민청] 공간지원사업 [소소전 2회],시민청 지하1층 시민플라자A,2024-06-05,09:00,2024-06-15,21:00,"""시청역"", ""을지로입구역"""
147454,[세종뮤지엄갤러리] 강종열 기획초대전,세종대학교 대양AI센터 지하2층 세종뮤지엄갤러리,2024-06-05,09:00,2024-06-16,17:00,"""어린이대공원역"""
147002,2024 문화가 흐르는 서울광장 6월,서울광장,2024-06-05,18:30,2024-06-26,,"""시청역"""
147435,마포윈드오케스트라 페스티벌,마포아트센터 아트홀맥,2024-06-05,19:00,2024-06-05,,"""대흥역"", ""이대입구역"""
146964,[성동문화재단] [무료공연] 코라도 네리 피아노&보컬 콘서트,소월아트홀,2024-06-05,19:30,2024-06-05,,"""왕십리역"""
146594,[강남문화재단]강남심포니오케스트라 제105회 정기연주회 '울림의 미학',예술의전당 콘서트홀,2024-06-05,19:30,2024-06-05,,"""남부터미널역"""
147149,2024 서울 국제 시각장애 예술인 뮤직 페스티벌&아트마켓,"한신대학교 신학대학원, 영산아트홀, 북서울꿈의숲 청운답원",2024-06-06,,2024-06-08,,"""월계역"", ""석계역"""
147427,제2회 서울공예문화축제,서울함공원(서울 마포구 마포나루길 407),2024-06-06,10:00,2024-06-16,19:00,"""망원역"", ""합정역"""
147961,[강동문화재단] 짐 아비뇽 : 21세기 스마일 展 - 베를린 장벽에 행복을 그린 예술가,강동아트센터 아트랑 1F-3F,2024-06-06,10:00,2024-09-01,18:00,"""고덕역"""
146985,[세종문화회관] A Prelude to New Beginnings : Harmony of Dew (새로운 시작의 서막 : 이슬의 하모니),꿈의숲 콘서트홀,2024-06-06,18:00,2024-06-06,,
146874,[세종문화회관] 트리오 음 제 4회 정기연주회,세종체임버홀,2024-06-06,19:30,2024-06-06,,"""광화문역"", ""경복궁역"""
146505,서울비댄스페스티벌 B.DANCE SEOUL,잔디마당 메인무대 및 노들스퀘어 전체,2024-06-07,,2024-06-08,,"""용산역"", ""신용산역"", ""노들역"""
147273,[평화문화진지] 도봉문인협회 시화전 및 캘리전,평화문화진지 전시실Ⅱ,2024-06-07,10:00,2024-06-21,18:00,"""도봉산역"""
147325,[이사라 개인전] What Happened in The Wonderland,노화랑 (서울시 종로구 인사동길 54),2024-06-07,10:00,2024-06-26,18:00,"""안국역"""
147379,"[슈페리어갤러리] 다시, 그리다",슈페리어갤러리,2024-06-07,10:00,2024-07-04,19:00,"""삼성역"""
147428,"[2024년 6월 항쟁 37주년 특별전시] 이한열, 나의 친구!",이한열기념관 3층 기획전시실,2024-06-07,10:00,2024-11-30,17:00,지하철 2호선 신촌 8번 출구
147418,[서울문화재단] 서울연극센터 공공프로젝트 '봄' [아시아 플레이(Asia Play)],서울연극센터 1층 라운지,2024-06-07,18:30,2024-06-27,,"""혜화역"""
147104,[서울우리소리박물관] 야금야금夜金 토크 콘서트_ 숨의 노래,서울우리소리박물관 누마루,2024-06-07,19:30,2024-06-07,20:40,"""안국역"", ""종로3가역"""
147014,[서울시립교향악단] 2024 서울시향 강변음악회 I,여의도 한강공원 멀티플라자 이벤트광장,2024-06-07,19:30,2024-06-07,,"""샛강역"", ""여의도역"""
146875,[세종문화회관] Guitar Festival- M,세종체임버홀,2024-06-07,19:30,2024-06-07,,"""광화문역"", ""경복궁역"""
146375,[국립현대무용단] DMAU Project 인잇,국립극장 해오름극장,2024-06-07,19:30,2024-06-09,15:00,"""동대입구역"""
147215,[UNBD 공연] Myungwon Kim Quartet (feat. Rust) _ Jazz,"서울시 송파구 백제고분로45길 32, B01 언바운드",2024-06-08,,2024-06-08,,"""송파나루역"", ""잠실역"""
147107,[송파문화재단] 재미사마 & 춤추는 가나다라,송파 어린이도서관 3층 물동그라미극장,2024-06-08,,2024-06-08,,"""잠실새내역"""
146767,[구로문화재단] 2024 꿈꾸는 극장 뮤지컬,구로 꿈나무극장,2024-06-08,,2024-06-22,,"""남구로역"", ""대림역"""
147203,"[서울한옥포털] 북촌도락 6월 [녹음방초승화시, 단오]",북촌문화센터,2024-06-08,10:00,2024-06-15,16:00,"""안국역"""
147033,[양천구청] 2024 Y-펫밀리 축제 [양천으로 놀러오개],목동로데오 패션문화거리 일대(목동역 2번 출구),2024-06-08,10:30,2024-06-08,17:00,
147440,2024 제 10회 흥페스티벌,"남산골한옥마을, 천우각광장",2024-06-08,11:00,2024-06-08,18:00,"""충무로역"""
147004,꿈과 희망의 울림 생명사랑 페스티벌,청계광장,2024-06-08,13:00,2024-06-08,16:00,
146939,일상과 예술을 잇는 [아트페스티벌 숲],김희수아트센터,2024-06-08,14:00,2024-06-08,18:00,"""고려대역"""
146535,[광진문화재단] 소리음악극 [보이야르의 노래],광진어린이공연장,2024-06-08,14:00,2024-06-09,,"""중곡역"""
146268,[강동문화재단] 음악극 [붉은머리 안],강동아트센터 소극장 드림,2024-06-08,14:00,2024-06-09,18:00,"""고덕역"""
145892,2024 서초뮤직앤아트페스티벌,"서울고속버스터미널 광장(고속터미널역 1번 출구, 고투몰 G9 출구)",2024-06-08,14:00,2024-06-09,21:00,"""양재역"""
146986,[세종문화회관] 제5회 비움과 채움 정기연주회,꿈의숲 콘서트홀,2024-06-08,15:00,2024-06-08,,
146774,[세종문화회관] Observatory Concert 전망대콘서트 [숲속의 4첼로],꿈의숲아트센터 전망대,2024-06-08,15:00,2024-06-08,,
146962,[성동문화재단] 2024 서울숲 힙합 페스티벌,서울숲 가족마당,2024-06-08,17:00,2024-06-08,,"""서울숲역"""
146911,[서초문화재단] [2024 클래식다방 - 도잉아트 갤러리] Palettes,도잉아트 갤러리,2024-06-08,17:00,2024-06-08,18:00,"""남부터미널역"""
146827,[구로문화재단] JAZZ 한국 근현대사 음악과 재즈의 만남,구로아트밸리 예술극장,2024-06-08,17:00,2024-06-08,,"""대림역"", ""신도림역"", ""구로역"""
146759,[세종문화회관] 소프라노 류미해 독창회,세종체임버홀,2024-06-08,17:00,2024-06-08,,"""광화문역"", ""경복궁역"""
145641,[서울남산국악당] 청년공동기획 : 노은실 [엠비언트 판-소리],서울남산국악당 크라운해태당,2024-06-08,17:00,2024-06-08,,"""충무로역"""
147015,[서울시립교향악단] 2024 서울시향 강변음악회 II,여의도 한강공원 멀티플라자 이벤트광장,2024-06-08,19:30,2024-06-08,,"""샛강역"", ""여의도역"""
